1 - State Name,8 - Structure Number,22 - Owner Agency,CAT29 - Deck Area (sq. ft.),27 - Year Built,43A - Main Span Material,43B - Main Span Design,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'Pennsylvania',000000000002106,'State Toll Authority',4779.71,1952,'Steel','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018561,'Other State Agencies',769.83,1955,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001497,'State Highway Agency',571.24,1949,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000044458,'Town or Township Highway Agency',706.11,1940,'Concrete','Slab','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035253,'County Highway Agency',2183.78,1942,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002883,'State Highway Agency',1241.51,1951,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000002868,'State Highway Agency',13461.78,1970,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Good','Good','Fair','Fair'
'Pennsylvania',000000000018215,'State Highway Agency',8772.59,1961,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034976,'State Highway Agency',998.03,1941,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018992,'State Highway Agency',12120.38,1933,'Steel','Truss - Thru','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019172,'State Highway Agency',8841.69,1969,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000036400,'State Highway Agency',544.22,1934,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036221,'State Highway Agency',809.45,1934,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019021,'State Highway Agency',14761.84,1969,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019022,'State Highway Agency',15079.81,1969,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019335,'State Highway Agency',884.36,1936,'Concrete','Tee Beam','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016862,'State Highway Agency',875.32,1946,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019144,'State Highway Agency',1445.92,1958,'Concrete','Tee Beam','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036302,'State Highway Agency',6857.36,1964,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000040074,'City or Municipal Highway Agency',1065.41,1990,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003401,'County Highway Agency',1156.26,1910,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Good','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003131,'State Highway Agency',1875.5,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000017090,'Town or Township Highway Agency',400.85,1929,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000036127,'State Highway Agency',1012.67,1919,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000036690,'State Highway Agency',1587.25,1929,'Concrete','Arch - Deck','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016919,'State Highway Agency',935.38,1962,'Steel','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000036624,'State Highway Agency',786.84,1988,'Prestressed Concrete','Slab','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036203,'State Highway Agency',15792.81,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036345,'State Highway Agency',2434.8,1901,'Masonry','Culvert','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034600,'State Highway Agency',1424.17,1954,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002719,'City or Municipal Highway Agency',384.49,1985,'Concrete','Slab','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000712,'State Highway Agency',85742.3,1951,'Steel Continuous','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000034975,'State Highway Agency',840.77,1941,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002688,'City or Municipal Highway Agency',2898.51,1970,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001631,'State Highway Agency',5406.5,1966,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002881,'State Highway Agency',1763.13,1947,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000001646,'State Highway Agency',2011.56,1956,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002517,'City or Municipal Highway Agency',3295.16,1945,'Steel','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018520,'County Highway Agency',485.67,1908,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018258,'State Highway Agency',997.28,1960,'Concrete','Slab','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002579,'County Highway Agency',103270.89,1951,'Steel Continuous','Truss - Thru','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002714,'County Highway Agency',27342.27,1954,'Steel','Truss - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002654,'Private (Other Than Railroad)',20225.5,1970,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Good','Good','Good','Good','Good','Fair'
'Pennsylvania',000000000001417,'State Highway Agency',21099.85,1970,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000008029,'State Highway Agency',15416.72,1974,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Good','Good','Good','Good','Good','Good','Good','Fair','Fair','Fair'
'Pennsylvania',000000000001716,'State Highway Agency',1430.09,1974,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001366,'State Highway Agency',3233.91,1928,'Steel','Girder and Floorbeam System','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034931,'State Highway Agency',722.8,1934,'Concrete Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000041066,'State Highway Agency',3356.73,1931,'Concrete','Frame','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000041065,'State Highway Agency',3090.32,1931,'Concrete','Frame','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002391,'County Highway Agency',1253.78,1981,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002601,'City or Municipal Highway Agency',869.72,1970,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Poor','Good','Good','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035307,'County Highway Agency',912.24,1956,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Good','Good','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002752,'State Highway Agency',4508.36,1952,'Steel','Girder and Floorbeam System','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002373,'County Highway Agency',1150.23,1894,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002354,'Town or Township Highway Agency',697.29,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Poor','Fair','Fair'
'Pennsylvania',000000000002526,'County Highway Agency',5024.92,1984,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000002428,'City or Municipal Highway Agency',14220.2,1939,'Steel Continuous','Girder and Floorbeam System','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000002877,'State Highway Agency',29852.41,1976,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001642,'State Highway Agency',87328.47,1976,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036949,'Town or Township Highway Agency',485.88,1960,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000019427,'State Highway Agency',1694.67,1986,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016857,'State Highway Agency',1123.64,1948,'Masonry','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000019325,'State Highway Agency',8420.39,1951,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016810,'State Highway Agency',605.36,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016773,'State Highway Agency',626.89,1908,'Masonry','Culvert','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000016749,'State Highway Agency',1076.39,1941,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000036939,'Town or Township Highway Agency',520.97,1940,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000017071,'City or Municipal Highway Agency',663.27,1921,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000036645,'State Highway Agency',13707.19,1990,'Prestressed Concrete Continuous','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000017086,'Town or Township Highway Agency',806.22,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000036093,'State Highway Agency',4020.86,1939,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000016913,'State Highway Agency',2090.14,1965,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035932,'Railroad',6517.98,1959,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002594,'County Highway Agency',1636.87,1926,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Poor','Poor','Good','Good','Good','Good','Fair','Fair'
'Pennsylvania',000000000008009,'State Highway Agency',722.9,1936,'Concrete','Channel Beam','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001384,'State Highway Agency',4950.32,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002878,'State Highway Agency',34827.82,1976,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001672,'State Highway Agency',119080.5,1928,'Steel','Arch - Deck','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002730,'State Highway Agency',27560.99,1962,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000001808,'State Highway Agency',131055.99,1928,'Steel Continuous','Truss - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000002421,'City or Municipal Highway Agency',1956.66,1900,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000001948,'State Highway Agency',1716.09,1962,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002374,'County Highway Agency',833.34,1893,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003387,'County Highway Agency',1606.73,1913,'Steel','Truss - Thru','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035014,'State Highway Agency',629.26,1939,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002360,'County Highway Agency',656.28,1902,'Masonry','Arch - Deck','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035309,'County Highway Agency',1380.47,1938,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002257,'County Highway Agency',1125.04,1900,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001304,'State Highway Agency',4413.63,1963,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Good','Good','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003349,'Town or Township Highway Agency',516.88,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001358,'State Highway Agency',4683.59,1927,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034928,'State Highway Agency',1822.98,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034927,'State Highway Agency',2349.44,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001355,'State Highway Agency',5567.85,1955,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002586,'City or Municipal Highway Agency',781.35,1985,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000001923,'State Highway Agency',1831.37,1932,'Concrete','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002044,'State Highway Agency',59673.61,1988,'Prestressed Concrete Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035312,'County Highway Agency',1301.36,1963,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000007780,'State Highway Agency',1978.62,1933,'Concrete','Arch - Deck','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
